id,title,description,status,priority,type,assignee,labels,estimate_minutes,parent_id,acceptance,design,notes,project,created_at,updated_at,error_log
chum-bc4846,"Persist Repeated Sub-Step Failures as Genome Antibodies + Hibernation Trigger","On thresholded repeated sub-step failures, persist structured evidence and route through existing genome learning path with hibernation/safety behavior.",cancelled,1,whale,"","[""source:crab"",""plan:rescue-chum-d01d1a""]",0,"","Third repeat on a morsel+sub-step consistently persists typed failure metadata and can trigger existing hibernation/blocking controls without altering non-DoD behavior.","","",chum,"2026-02-25 03:09:15.347873856 +0000 UTC","2026-02-25 23:04:39",""
chum-261a59,"FailureTriage Feedback Wiring and Production Verification Hooks","Capture triage guidance for sub-steps and expose non-invasive counters/telemetry around matching, escalation, and hibernation behavior.",cancelled,1,whale,"","[""source:crab"",""plan:rescue-chum-d01d1a""]",0,"","Triage output includes optional sub-step recommendations and similarity metadata; workflow consumes these hints in local decisioning and reports counters for match and escalation events.","","",chum,"2026-02-25 03:09:15.354104186 +0000 UTC","2026-02-25 23:05:58",""
chum-8cde3e,"Whale 0 / Morsel 0: Define DoD sub-step scope contract in workflow/types","Add explicit types/constants/state schema for DoD-local sub-step failure tracking and document invariants: prune/escalate applies only at DoD check boundaries and does not alter review/UBS/execute sequence.",cancelled,1,morsel,"","[""source:crab"",""area:types"",""area:workflow"",""risk:medium"",""source:crab"",""plan:rescue-chum-d01d1a""]",60,chum-7e9047,"Shared temporal types include an additive DoD sub-step contract (sub-step signature, local state, constants for boundaries); invariants are codified in comments/validation; no existing workflow branching outside DoD check handlers is modified.","Introduce additive types in `internal/temporal/types.go` for sub-step signature/state (e.g., boundary enum, prune/escalate intent, immutable transition marker) and constants describing strict boundary invariants. Keep compatibility by only extending existing structs and guarding default values to preserve old JSON decode behavior. In `internal/temporal/workflow.go`, enforce all prune/escalate decisions only inside DoD check decision points so review/UBS/execute ordering remains unchanged. Avoid any token parsing/composition changes in this workstream to respect the existing plan-token accounting rule.","",chum,"2026-02-25 03:09:15.358435217 +0000 UTC","2026-02-25 23:04:39",""
chum-580c07,"Whale 1 / Morsel 0: Add normalized failure signature model and normalizer","Introduce CheckFailureSignature (or equivalent) with command token, exit-code class/bucket, and normalized stderr/stdout feature extraction plus truncation and hashing controls.",cancelled,2,morsel,"","[""source:crab"",""area:types"",""area:merge"",""risk:medium"",""source:crab"",""plan:rescue-chum-d01d1a""]",95,chum-e49940,"A deterministic normalizer API exists that maps command output/exit code into stable buckets and fixed-length signature inputs; class mapping is strict and documented; truncation/hash behavior is bounded and reproducible.","Implement additive failure signature primitives in `internal/temporal/types.go` and normalization helpers in `internal/git/merge.go` with side-effect-free pure functions. Define strict exit-code classes/buckets (e.g., success, soft-fail, infra-fail, hard-fail, timeout, unknown) and deterministic token extraction order to avoid replay drift. Ensure output snippets are normalized (e.g., whitespace/path/cwd normalization as needed) then truncated to fixed maxima before hashing so signatures are stable and bounded. Keep behavior conservative so existing call paths receive no semantic changes unless they opt into typed signatures.","",chum,"2026-02-25 03:09:15.36799734 +0000 UTC","2026-02-25 23:04:39",""
chum-d99f19,"Whale 1 / Morsel 1: Emit structured check failures from DoDVerifyActivity","Update DoDVerifyActivity and RecordOutcome payload path to pass typed check_failures (signature, command, duration_ms, exit code, bounded snippets) instead of only flattened string messages.",cancelled,2,morsel,"","[""source:crab"",""area:activities"",""risk:medium"",""source:crab"",""plan:rescue-chum-d01d1a""]",75,chum-e49940,"Typed failure arrays are emitted and persisted through `RecordOutcome`; existing `message` string field remains populated for backward compatibility; all existing payload consumers continue to decode.","Extend activity output/input payload structs in `internal/temporal/types.go` with typed `check_failures` while leaving existing flattened message fields intact and additive-only. In `internal/temporal/activities.go`, map DoD command results into both typed and legacy fields, preserving full duration/exit/stderr/stdout bounded extraction. Ensure any token- or message-related derived fields do not trigger additional untracked token composition logic; existing `totalTokens` composition pathways stay unchanged.","",chum,"2026-02-25 03:09:15.374167829 +0000 UTC","2026-02-25 23:04:39",""
chum-42065f,"Whale 2 / Morsel 0: Add in-memory per-morsel/sub-step state in DoD workflow loop","Introduce map-backed state (map[morselID]map[substepSig]*SubstepState) in workflow execution context storing prune count, last signature, and local tier index.",cancelled,2,morsel,"","[""source:crab"",""area:workflow"",""risk:medium"",""source:crab"",""plan:rescue-chum-d01d1a""]",70,chum-239b10,"Workflow state context contains isolated mutable-safe per-morsel/sub-step state with prune counters, last signature, and per-sub-step local tier index; no cross-stage reference leaks across replay cycles.","Add state types and fields in `internal/temporal/types.go` and instantiate/use maps in `internal/temporal/workflow.go` inside DoD loop handling. Keep updates monotonic (increment counters; assign tier transitions once per failed attempt). Store copies/immutable snapshots for replay safety rather than sharing references among stages. Ensure map initialization is deterministic in workflow replay context and does not alter unrelated sequence control.","",chum,"2026-02-25 03:09:15.437837593 +0000 UTC","2026-02-25 23:05:58",""
chum-a3e32c,"Whale 2 / Morsel 1: Add local prune and skip behavior for repeated matching failures","Modify DoD execution to detect repeated matching sub-step failures and prune at the matching command boundary, skipping unrelated stages and continuing with local policy.",cancelled,1,morsel,"","[""source:crab"",""area:workflow"",""risk:high"",""source:crab"",""plan:rescue-chum-d01d1a"",""risk:high""]",115,chum-239b10,"Repeated matching failures on the same sub-step trigger local prune once threshold is crossed; skipping is scoped only to matching command boundary and does not alter non-DoD sequence ordering.","In `internal/temporal/workflow.go`, compare new normalized signatures from typed failures against stored per-sub-step signature state and maintain prune counters. Implement a local decision gate that only prunes when same sub-step signature repeats and threshold is hit, skipping unrelated DoD stage entries while preserving contract boundaries. Preserve existing global retry and escalation semantics; this is strictly local-policy in DoD flow. Keep counters/metrics side-effect free from control path decisions.","",chum,"2026-02-25 03:09:15.451170074 +0000 UTC","2026-02-25 23:04:39",""
chum-f368ce,"Whale 2 / Morsel 2: Advance per-sub-step tier using TIER_CHAIN during local retries","Use local sub-step state to choose the next DoD check tier from TIER_CHAIN after repeated failure conditions are met.",cancelled,2,morsel,"","[""source:crab"",""area:workflow"",""risk:medium"",""source:crab"",""plan:rescue-chum-d01d1a""]",55,chum-239b10,"Per-sub-step state drives deterministic local tier selection from existing `TIER_CHAIN` for repeated failures without affecting other morsels' or global morsel-tier state.","Extend the `internal/temporal/workflow.go` DoD retry loop to consult per-(morsel, sub-step) state and advance local tier through `TIER_CHAIN` only for repeated failure thresholds. Isolate selection logic to the sub-step local context and avoid global side effects. Keep behavior deterministic/replay-safe using existing state containers from prior morsel and deterministic chain traversal.","",chum,"2026-02-25 03:09:15.459703545 +0000 UTC","2026-02-25 23:04:39",""
chum-950378,"Whale 3 / Morsel 0: Build typed genome failure entry from sub-step metadata","Extend failure entry payload so RecordFailureActivity/EvolveGenomeWithCost can persist command/signature/classification/files/context for a sub-step failure.",cancelled,3,morsel,"","[""source:crab"",""area:storage"",""area:activities"",""risk:medium"",""source:crab"",""plan:rescue-chum-d01d1a""]",80,chum-bc4846,"Failure entry schema includes typed sub-step metadata fields with defaults for unknown/new readers; storage/readers remain backward-compatible; existing entries remain valid.","Add optional typed failure-entry fields in `internal/temporal/types.go` and thread through `internal/temporal/activities.go` into store-facing structure in `internal/store/genomes.go`. Keep fields additive/nullable and provide fallback defaults when consumers do not provide metadata. Do not alter existing mutation costs or success conditions unless typed metadata is available. No token parsing shortcuts that bypass `totalTokens` flows.","",chum,"2026-02-25 03:09:15.471171139 +0000 UTC","2026-02-25 23:04:39",""
chum-acf5e1,"Whale 3 / Morsel 1: Invoke repeated-prune antibody learning path","On the third repeated prune for a morsel+sub-step, route through existing RecordFailure -> EvolveGenomeWithCost path with doDPassed=false and typed entry.",cancelled,1,morsel,"","[""source:crab"",""area:workflow"",""area:activities"",""risk:high"",""source:crab"",""plan:rescue-chum-d01d1a"",""risk:high""]",50,chum-bc4846,"Third repeated local prune triggers existing mutation path once, with `doDPassed=false`, typed failure entry included, and no new control-plane mutation path introduced.","Add a single branch in `internal/temporal/workflow.go` DoD retry loop that checks local prune count and on threshold invokes existing `RecordFailureActivity` flow, passing typed entry produced earlier. In `internal/temporal/activities.go`, map this path to `EvolveGenomeWithCost` unchanged aside from additional metadata fields. Preserve current safety gates and avoid rewriting existing mutation hooks.","",chum,"2026-02-25 03:09:15.475359745 +0000 UTC","2026-02-25 23:04:39",""
chum-4efaa7,"Whale 3 / Morsel 2: Trigger hibernation after third prune using existing safety controls","Use existing stage cooldown/attempt window and safety_blocks config/flow to hibernate or block repeating bad routes after third prune.",cancelled,2,morsel,"","[""source:crab"",""area:config"",""area:workflow"",""risk:medium"",""source:crab"",""plan:rescue-chum-d01d1a""]",55,chum-bc4846,"After third local prune, existing safety/cooldown controls are engaged via current config gates; no new safety policy system is introduced.","Wire the third-prune branch in `internal/temporal/workflow.go` to existing cooldown and safety-block configuration (`internal/config`) paths used by other repeated-failure outcomes. Ensure this decision is deterministic and only reuses established blocking semantics. Keep the feature additive and config-driven; avoid inventing new failure codes or hard-coded windows.","",chum,"2026-02-25 03:09:15.537564405 +0000 UTC","2026-02-25 23:05:58",""
chum-ef1ac7,"Whale 4 / Morsel 0: Extend FailureTriageActivity contract for sub-step signals","Add minimal fields for triage output: recommended sub-step key, similarity score/reason, and optional escalate/skip suggestions while preserving existing triage semantics.",cancelled,3,morsel,"","[""source:crab"",""area:activities"",""risk:low"",""source:crab"",""plan:rescue-chum-d01d1a""]",45,chum-261a59,"Triage response includes optional sub-step signal fields without breaking legacy consumers; when absent, behavior remains identical to current triage output.","Add optional fields to triage payload structs in `internal/temporal/types.go` and return them from `internal/temporal/activities.go` with zero behavior change when model/path does not populate them. Keep additions additive and ensure existing decision defaults remain unchanged.","",chum,"2026-02-25 03:09:15.550132155 +0000 UTC","2026-02-25 23:04:39",""
chum-18946f,"Whale 4 / Morsel 1: Consume triage signals and add non-invasive observability","Apply triage hints to local sub-step decisioning and emit counters for signature match, prune count per step, sub-step escalations, and hibernation trigger.",cancelled,3,morsel,"","[""source:crab"",""area:workflow"",""risk:medium"",""source:crab"",""plan:rescue-chum-d01d1a""]",95,chum-261a59,"Workflow can consume optional triage hints to influence local decisions when present, while maintaining current behavior when absent; low-cardinality counters are emitted without blocking the critical path.","In `internal/temporal/workflow.go`, read optional triage fields and apply only additive influence to local sub-step policies (e.g., prefer escalate/skip hints). Add telemetry counters for signature matches, prune counts by sub-step, escalations, and hibernation triggers through existing non-blocking metrics infrastructure, consistent with observability as platform infrastructure (per-worker principle) and avoid heavy-cardinality labels. Ensure metrics failures do not fail workflow execution.","",chum,"2026-02-25 03:09:15.553469498 +0000 UTC","2026-02-25 23:04:39",""
chum-3d8337,"Phase 1: Config Provider Staging","Add the codex-spark provider and dispatch CLI configuration to chum.toml, staged but disabled until Mar 3 activation.",cancelled,1,whale,"","[""source:crab"",""plan:chum-cc31af""]",0,"","chum.toml contains a [providers.codex-spark] section with enabled=false and a [dispatch.cli.codex-spark] section. go build ./... passes. Config loads without error.","","",chum,"2026-02-25 22:23:50.138069751 +0000 UTC","2026-02-25 23:05:58",""
chum-0f3521,"Phase 2: Fitness-Aware Routing — Structural Foundation","Add the structural types, store method, and signature changes needed for fitness-aware routing without changing any runtime behavior.",cancelled,1,whale,"","[""source:crab"",""plan:chum-cc31af""]",0,"","All new fields and methods exist. buildEscalationTiers accepts species parameter. All existing tests pass unchanged. go build ./... && go vet ./... pass.","","",chum,"2026-02-25 22:23:50.150781865 +0000 UTC","2026-02-25 23:05:58",""
chum-6c12ce,"Phase 2: Fitness-Aware Routing — Behavioral Wiring","Wire fitness data into tier reordering, implement probe mechanism for disabled tiers, and add comprehensive tests.",cancelled,1,whale,"","[""source:crab"",""plan:chum-cc31af""]",0,"","Fitness-aware reordering is active when genome data exists. ProbeOnly tiers fire at 1-in-10 rate. Graduated throttling at 0.20 and 0.05 thresholds. All new and existing tests pass.","","",chum,"2026-02-25 22:23:50.157242806 +0000 UTC","2026-02-25 23:04:39",""
chum-216127,"Stage gpt-5.3-codex-spark provider in chum.toml","Add a new [providers.codex-spark] section for gpt-5.3-codex-spark (balanced tier, enabled=false, with comment indicating Mar 3 activation date). Add corresponding [dispatch.cli.codex-spark] section with codex CLI args and medium reasoning effort. No code changes — config only.",cancelled,3,morsel,"","[""config-only"",""risk:low"",""source:crab"",""plan:chum-cc31af""]",10,chum-3d8337,"chum.toml contains [providers.codex-spark] with enabled=false and tier='balanced', [dispatch.cli.codex-spark] with codex CLI args and medium reasoning effort, TOML comment indicates Mar 3 2026 activation. go build ./... still passes (config parsing doesn't break).","Model after existing [providers.codex-medium] (line 58-63) and [dispatch.cli.codex-medium] (line 111-116). The new provider section uses model='gpt-5.3-codex-spark', cli='codex-spark', tier='balanced', enabled=false. The dispatch CLI section mirrors codex-medium but with model_reasoning_effort=medium in the -c flag. Place provider section after codex-high (line 70) and dispatch section after codex-high dispatch (line 122). Add TOML comment '# Staged for Mar 3 2026 activation' above the provider section. Note from historical context: chum.toml is already modified in the working tree (git status shows 'M chum.toml'), so check current state before editing.","",chum,"2026-02-25 22:23:50.164594643 +0000 UTC","2026-02-25 23:04:39",""
chum-1e3098,"Add FitnessScore and ProbeOnly fields to EscalationTier","Add two new fields to the EscalationTier struct in types.go: FitnessScore float64 (json:""fitness_score"") and ProbeOnly bool (json:""probe_only""). These are additive fields — no existing code needs to change because Go zero-values are correct defaults (0.0 fitness, false probe).",cancelled,2,morsel,"","[""source:crab"",""risk:low"",""source:crab"",""plan:chum-cc31af""]",10,chum-0f3521,"EscalationTier struct has FitnessScore float64 and ProbeOnly bool fields with correct json tags. go build ./... passes. go vet ./... passes. Existing tests remain green (zero-value defaults preserve behavior).","Add fields after the existing Enabled field at types.go:38. Use json tags 'fitness_score' and 'probe_only' matching the snake_case convention of existing fields (provider_key, etc.). FitnessScore float64 `json:""fitness_score""` and ProbeOnly bool `json:""probe_only""`. Go zero-values (0.0, false) mean no existing struct literal needs updating — all current EscalationTier constructions in workflow_dispatcher.go:968 and workflow.go:383-389 will compile without changes. Historical context warns about checking existing type definitions first — confirmed EscalationTier is only in types.go:32-39.","",chum,"2026-02-25 22:23:50.219450786 +0000 UTC","2026-02-25 23:05:58",""
chum-69a2b4,"Add Store.AggregateProviderFitness for cold-start fallback","Add a new method AggregateProviderFitness(project string) (map[string]float64, error) to the Store. This queries all genomes, aggregates ProviderGene success/failure/cost across all species, and returns a map of provider→fitness score. Used as cold-start fallback when no species-specific genome exists.",cancelled,2,morsel,"","[""source:crab"",""risk:low"",""source:crab"",""plan:chum-cc31af""]",40,chum-0f3521,"Store.AggregateProviderFitness method exists and compiles. It queries all genomes, aggregates ProviderGene data across species, computes fitness using same formula as ProviderGene.Fitness(). Returns empty map (not nil) when no genomes exist. Unit tests cover: empty DB, single genome with multiple providers, multiple genomes with overlapping providers, zero-cost edge case. go build/vet/test pass.","Add method to internal/store/genomes.go after SpreadPhages (line 410). Query: SELECT provider_genes FROM genomes WHERE provider_genes != '[]'. For each row, unmarshal []ProviderGene JSON, accumulate successes/failures/cost per provider key into a temporary map[string]*ProviderGene. After accumulation, compute Fitness() for each aggregated gene and return map[string]float64. The project parameter is accepted but currently unused (future: filter by project-associated species). Use the same Fitness() formula from ProviderGene.Fitness() (line 34-45): successRate / costPerAttempt, with the free=×1000 heuristic. Create genomes_test.go with TestAggregateProviderFitness using in-memory SQLite (same pattern as existing store tests). Historical context: 'Provider genes are selfish genes — they track per-model fitness' — this aggregation is the population-level view of those selfish genes.","",chum,"2026-02-25 22:23:50.227467301 +0000 UTC","2026-02-25 23:04:39",""
chum-6f02a2,"Expand buildEscalationTiers signature to accept species","Change buildEscalationTiers to accept an optional species string parameter. Pass it from the call site in ScanCandidatesActivity (workflow_dispatcher.go:578). For now the species parameter is accepted but unused — the function body does not change. This is a pure signature refactor to prepare for fitness-aware routing.",cancelled,2,morsel,"","[""source:crab"",""risk:low"",""refactor"",""source:crab"",""plan:chum-cc31af""]",10,chum-0f3521,"buildEscalationTiers accepts species string as 4th parameter. Call site at line 578 passes empty string. Function body unchanged. go build/vet pass. No test changes needed (function is not directly tested yet).","Change signature at workflow_dispatcher.go:939 from buildEscalationTiers(cfg *config.Config, st *store.Store, logger interface{ Warn(string, ...any) }) to buildEscalationTiers(cfg *config.Config, st *store.Store, logger interface{ Warn(string, ...any) }, species string). Update call site at line 578: buildEscalationTiers(cfg, da.Store, logger, """"). The species parameter is unused in the function body — add a blank identifier if go vet complains, but since it's a string parameter that will be used in M4, just leave it named. Historical context: 'The dispatcher is the shark feeder' — species awareness lets the feeder optimize which sharks get which food.","",chum,"2026-02-25 22:23:50.232446874 +0000 UTC","2026-02-25 23:04:39",""
chum-8f37df,"Wire fitness-based tier reordering into buildEscalationTiers","Modify buildEscalationTiers to use genome data for routing. After building the config-based chain, if a species genome exists with ProviderGenes, reorder enabled tiers by ProviderGene.Fitness() descending. If no species genome exists, fall back to AggregateProviderFitness (cold-start). Implement graduated throttling: fitness < 0.20 → ProbeOnly=true, fitness < 0.05 → Enabled=false.",cancelled,1,morsel,"","[""source:crab"",""risk:medium"",""core-routing"",""source:crab"",""plan:chum-cc31af""]",60,chum-6c12ce,"buildEscalationTiers reorders tiers by fitness when genome data exists. ProbeOnly=true for fitness < 0.20. Enabled=false for fitness < 0.05. Cold-start falls back to AggregateProviderFitness. When no genome data exists at all, config ordering is preserved. FitnessScore field is populated on each tier. go build/vet pass.","After the existing tier-building loop (workflow_dispatcher.go:940-977), add a fitness-aware reordering block. Steps: (1) If species is empty, return tiers as-is (preserve existing behavior for non-species-aware callers). (2) Call st.GetGenome(species). If genome has ProviderGenes, build providerKey→fitness map from genome.ProviderGenes[i].Fitness(). (3) If genome is empty (Generation==0), call st.AggregateProviderFitness("""") for cold-start fallback. (4) If neither source has data, return tiers unchanged. (5) For each tier, look up fitness score by tier.ProviderKey. Set tier.FitnessScore. Apply thresholds: <0.05 → Enabled=false, <0.20 → ProbeOnly=true. (6) Sort tiers by FitnessScore descending using sort.SliceStable (stable preserves config order for equal-fitness tiers). Guard all Store calls with nil checks (st != nil). Log reordering decisions at Info level. Historical context: 'Provider genes are selfish genes' — this is where the selfish gene actually influences organism behavior.","",chum,"2026-02-25 22:23:50.260569559 +0000 UTC","2026-02-25 23:04:39",""
chum-24f7c4,"Honor ProbeOnly in workflow execution and add probe counter","In workflow.go's ChumAgentWorkflow, modify the chain iteration (line 396-400) to handle ProbeOnly tiers: instead of skipping disabled tiers entirely, implement a 1-in-10 probe mechanism for ProbeOnly tiers using workflow.Now(ctx).UnixNano()%10==0. Add a log line for probe activations and skips.",cancelled,1,morsel,"","[""source:crab"",""risk:medium"",""core-workflow"",""source:crab"",""plan:chum-cc31af""]",25,chum-6c12ce,"ProbeOnly tiers are executed ~10% of the time based on workflow.Now(ctx).UnixNano()%10==0. ProbeOnly tiers that don't fire are skipped with an info log. ProbeOnly tiers that fire are executed normally with an info log. Non-ProbeOnly tiers are completely unaffected. go build/vet pass.","In workflow.go at the tier loop (line 396), add a check BEFORE the existing !tier.Enabled check. Logic: if tier.ProbeOnly { ts := workflow.Now(ctx).UnixNano(); if ts%10 != 0 { logger.Info(SharkPrefix+' Skipping probe-only provider', 'Provider', tier.ProviderKey, 'Tier', tier.Tier, 'Timestamp', ts); continue }; logger.Info(SharkPrefix+' PROBE: activating probe-only provider', 'Provider', tier.ProviderKey, 'Tier', tier.Tier) }. This must come before the !tier.Enabled check because ProbeOnly tiers might also have Enabled=false (for fitness < 0.05). The probe mechanism uses Temporal's deterministic workflow.Now() — NOT time.Now() — which is critical for replay safety. The %10==0 gives ~10% activation rate. Historical context: 'Every organism is mortal' — probes are expendable organisms that test whether a degraded provider has recovered.","",chum,"2026-02-25 22:23:50.33282101 +0000 UTC","2026-02-25 23:05:58",""
chum-dae414,"Add unit tests for fitness-aware tier reordering in buildEscalationTiers","Write unit tests for buildEscalationTiers with genome data: verify fitness reordering, graduated throttling at 0.20 and 0.05 thresholds, cold-start fallback to config ordering when no genome exists, and cold-start fallback to AggregateProviderFitness when species genome is empty but global data exists.",cancelled,1,morsel,"","[""source:crab"",""risk:low"",""testing"",""source:crab"",""plan:chum-cc31af""]",60,chum-6c12ce,"Tests cover: (1) fitness reordering with species genome, (2) ProbeOnly at fitness < 0.20, (3) Enabled=false at fitness < 0.05, (4) cold-start with empty species genome falls back to AggregateProviderFitness, (5) no genome data preserves config ordering, (6) empty species string preserves config ordering. All tests pass. go test ./internal/temporal/... passes.","Create internal/temporal/workflow_dispatcher_test.go. Use in-memory SQLite for Store (store.New(':memory:')). Build config.Config with 3 providers (codex-spark, claude-rescue, gemini-flash) across tiers. For fitness reordering test: seed genome with ProviderGenes where claude-rescue has highest fitness, verify tiers are reordered. For throttling tests: seed genome with provider fitness values at 0.19, 0.04, verify ProbeOnly and Enabled flags. For cold-start test: don't seed species genome but seed other genomes with provider data, verify AggregateProviderFitness is used. For no-data test: empty DB, verify config order preserved. Need to create a minimal logger mock that satisfies interface{ Warn(string, ...any) }. Historical context: 'agents that ran tests had a 0% failure rate' — these tests are the safety net for the core routing change.","",chum,"2026-02-25 22:23:50.342950151 +0000 UTC","2026-02-25 23:04:39",""
chum-bb6b5b,"Add unit tests for ProbeOnly tier handling in ChumAgentWorkflow","Write unit tests for ProbeOnly tier handling in ChumAgentWorkflow: verify that ProbeOnly tiers are skipped ~90% of the time and executed ~10% of the time based on workflow timestamp. Verify that probe activations are logged. Verify that non-ProbeOnly tiers are unaffected.",cancelled,2,morsel,"","[""source:crab"",""risk:medium"",""testing"",""source:crab"",""plan:chum-cc31af""]",60,chum-6c12ce,"Tests verify: (1) ProbeOnly tier is skipped when workflow.Now().UnixNano()%10 != 0, (2) ProbeOnly tier is executed when workflow.Now().UnixNano()%10 == 0, (3) non-ProbeOnly tiers execute normally regardless of timestamp. All tests pass.","Add tests to internal/temporal/workflow_test.go. Use Temporal's testsuite.TestWorkflowEnvironment. The key challenge is controlling workflow.Now() — Temporal test environments don't directly expose SetStartTime, but you can use env.SetStartTime() (available in newer SDK versions) or create a wrapper workflow that uses a known timestamp. Alternative: test with two specific timestamps — one where UnixNano()%10==0 and one where it doesn't — and verify the execution/skip behavior. Construct TaskRequest with EscalationChain containing a ProbeOnly tier. For the 'probe activates' test: pick a start time where UnixNano()%10==0, verify ExecuteActivity is called for that tier. For the 'probe skipped' test: pick a time where %10!=0, verify the tier is skipped (execute not called). Use the existing stubActivities pattern from workflow_test.go. Note: workflow.go line 392-394 truncates chain to 1 tier in fast-loop mode — tests may need to account for this or test with a single-tier chain.","",chum,"2026-02-25 22:23:50.359425088 +0000 UTC","2026-02-25 23:06:38",""
chum-4d1227,"Structural: Config and sentinel error scaffolding","Add the EarlyKillConfig type, wire defaults, and declare the ErrInfrastructureDead sentinel. Pure additions with zero behavior change.",open,1,whale,"","[""source:crab"",""plan:chum-be5900""]",0,"","go build ./... passes. No existing tests break. EarlyKillConfig struct exists with Enabled, MinBytes3m, MinBytes8m fields. ErrInfrastructureDead is declared in agent_cli.go. chum.toml has early_kill section.","","",chum,"2026-02-25 23:36:09.091296904 +0000 UTC","2026-02-25 23:36:09.091296904 +0000 UTC",""
chum-fa0354,"Feature: Early-kill logic in runCLI heartbeat loop","Implement the early-kill check that terminates processes producing insufficient output after 3 or 8 minutes, and add test coverage.",open,1,whale,"","[""source:crab"",""plan:chum-be5900""]",0,"","Processes producing <1KB after 3m are killed with ErrInfrastructureDead. Processes producing >1KB are not killed. Disabled config skips the check. All existing tests still pass.","","",chum,"2026-02-25 23:36:09.146094192 +0000 UTC","2026-02-25 23:36:09.146094192 +0000 UTC",""
chum-aafe28,"Feature: Skip retries and classify infrastructure_dead dispatches","When ErrInfrastructureDead is returned, skip remaining failover agents, classify the failure as infrastructure_dead, and record it in dispatch outcomes.",open,1,whale,"","[""source:crab"",""plan:chum-be5900""]",0,"","runAgentWithFailover returns immediately on ErrInfrastructureDead. Circuit breaker is not poisoned. failure_category is recorded as infrastructure_dead. All activity files handle the error. Tests cover retry-skip and classification.","","",chum,"2026-02-25 23:36:09.152478434 +0000 UTC","2026-02-25 23:36:09.152478434 +0000 UTC",""
chum-9cc1bc,"Add EarlyKillConfig to config types and defaults","Add EarlyKillConfig struct with fields Enabled (bool, default true), MinBytes3m (int, default 1024), MinBytes8m (int, default 2662) to internal/config/types.go. Add EarlyKill EarlyKillConfig field to the Dispatch struct. Wire defaults in applyDefaults() in defaults.go. Add [dispatch.early_kill] section to chum.toml.",closed,1,morsel,"","[""source:config"",""risk:low"",""source:crab"",""plan:chum-be5900""]",20,chum-4d1227,"EarlyKillConfig struct exists in types.go with correct fields and tags. Dispatch struct has EarlyKill field. applyDefaults() sets all three defaults. chum.toml has [dispatch.early_kill] section with documented values. `go build ./...` passes.","Follow the existing pattern for config structs in types.go (e.g. RetryPolicy). Place EarlyKillConfig near other Dispatch-related types. Use `toml:""early_kill""` struct tag on the Dispatch field. In defaults.go, add defaults inside the existing applyDefaults function following the same nil/zero-check pattern used for RetryPolicy. For chum.toml, add the section under [dispatch]. Historical context: golangci-lint --new-from-rev=HEAD~1 may fail with exit code 3 in worktrees — use HEAD~1 only if the commit exists, otherwise omit the flag.","",chum,"2026-02-25 23:36:09.159085176 +0000 UTC","2026-02-26 01:23:02.961234936 +0000 UTC",""
chum-ae9843,"Add ErrInfrastructureDead sentinel error","Declare var ErrInfrastructureDead alongside ErrModelExhausted in agent_cli.go. This is a pure addition — no behavior change.",closed,1,morsel,"","[""source:temporal"",""risk:low"",""source:crab"",""plan:chum-be5900""]",5,chum-4d1227,"ErrInfrastructureDead is declared as a package-level var in agent_cli.go. `go build ./...` and `go vet ./...` pass.","Place directly below ErrModelExhausted (around line 19-20). Use identical declaration style: `var ErrInfrastructureDead = fmt.Errorf(""infrastructure dead: agent produced insufficient output"")`. Keep the error message descriptive for log grep-ability. This is a one-line addition with zero risk.","",chum,"2026-02-25 23:36:09.177300837 +0000 UTC","2026-02-26 01:12:06.657853859 +0000 UTC",""
chum-9b2a9d,"Implement early-kill check in runCLI heartbeat loop","In runCLI (agent_cli.go:335), add startTime := time.Now() before the heartbeat loop. In the heartbeat case, read config thresholds and check output file size at 3m and 8m elapsed. Kill process and return ErrInfrastructureDead if below threshold.",closed,1,morsel,"","[""source:temporal"",""risk:medium"",""core-logic"",""source:crab"",""plan:chum-be5900""]",45,chum-fa0354,"After 3 minutes, process is killed if output file < MinBytes3m. After 8 minutes, killed if < MinBytes8m. Check is skipped when EarlyKill.Enabled is false. Process kill is clean (SIGKILL or cmd.Process.Kill). ErrInfrastructureDead is returned. `go build ./...` passes.","Add `startTime := time.Now()` before the heartbeat select loop. Inside the heartbeat ticker case, after RecordHeartbeat, read config via `a.ConfigManager.Get().Dispatch.EarlyKill`. Use `os.Stat(outputFile)` to get file size — do NOT read the file. Guard with `if !cfg.Enabled { continue }`. Check `elapsed := time.Since(startTime)`: if elapsed > 3m and size < MinBytes3m, or elapsed > 8m and size < MinBytes8m, call `cmd.Process.Kill()`, set a flag, and break. After the loop, if the flag is set, return ErrInfrastructureDead. Historical context: every CLI output flag change must update parsers — but this morsel doesn't change output flags, just monitors file size. Be careful not to race with the process exit path — check cmd.ProcessState before killing.","[remora] After chum-2a757e completed: Dependency/context update: runAgentWithFailover already classifies ErrInfrastructureDead as infrastructure-terminal (no circuit-breaker accounting, no next-agent failover). This backlog item remains required: implement 3m/8m output-size checks in runCLI heartbeat loop and return ErrInfrastructureDead after killing the process when below thresholds.",chum,"2026-02-25 23:36:09.244353904 +0000 UTC","2026-02-26 02:08:47.230612262 +0000 UTC",""
